chunk_id,source,title,field,text
StatPearls_13172_1,StatPearls,Colonoscopy -- Enhancing Healthcare Team Outcomes,clinical_guideline,". Many studies have been developed to help fashion a solution to help encourage patients to pursue screening procedures. However, results have shown that even increasing collaborative efforts among health care professionals still results in non-compliance with recommended colonoscopy screenings. [19] [Level 2]"
StatPearls_13173_0,StatPearls,Patient Restraint and Seclusion -- Clinical Significance -- Types of Restraints,clinical_guideline,"Patient Restraint and Seclusion -- Clinical Significance -- Types of Restraints. Lorazepam can be given in doses of 0.5 to 2mg IV or IM every 10 to 30 minutes, depending on the severity of agitation. The half-life is 10 to 20 hours. Midazolam works more rapidly than lorazepam; however, it lasts a shorter period (one to 2 hours). The dose for midazolam is 2.5 to 5 mg IV or IM and can be given every 3 to 5 minutes, depending on severity. The dose for haloperidol is 2.5 to 10 mg IM or IV (although the FDA does not approve IV administration) every 15 to 30 minutes as needed. Haloperidol has an onset of action of about 28 minutes IM and 3 to 20 minutes IV. Olanzapine can be given in a 5 to 10 mg IM dose with an onset of action of 15 to 45 minutes and a half-life of 2 to 4 hours"
StatPearls_13173_1,StatPearls,Patient Restraint and Seclusion -- Clinical Significance -- Types of Restraints,clinical_guideline,". Take caution when giving a patient first-generation antipsychotics as they have a propensity to induce extrapyramidal side effects, as well as QT prolongation, which can potentially lead to dysrhythmias like torsades de pointes. [19] Obtain an EKG before administering the medication; otherwise, an EKG should be obtained once the patient has been sedated. Per the US Food and Drug Administration, higher doses and IV administration of haloperidol increase the incidence of QT prolongation. In the setting of a lowered seizure threshold (eg, alcohol or benzodiazepine withdrawal, epilepsy, anticholinergic toxicity), first-generation neuroleptics should be avoided, as they can further increase seizure diathesis"
StatPearls_13173_2,StatPearls,Patient Restraint and Seclusion -- Clinical Significance -- Types of Restraints,clinical_guideline,". Regarding benzodiazepines, the clinician should be wary of CNS depression and, less commonly, paradoxical disinhibition. Generally, heuristic models suggest that the provider moves to an alternate class when the initial attempt is ineffective. An alternative to benzodiazepines and antipsychotics is ketamine. Ketamine is a dissociative anesthetic with minimal adverse effects. Off-label uses include management in the setting of excited delirium, acute-on-chronic substance abuse, and when first-line measures have been ineffective. [21]"
StatPearls_13174_0,StatPearls,Right Heart Failure -- Treatment / Management -- Medical Management,clinical_guideline,"Right Heart Failure -- Treatment / Management -- Medical Management. Iloprost and treprostinil are inhaled prostacyclins that decrease PVR and improve cardiac output while minimizing systemic side effects. Although treprostinil may also be administered subcutaneously, it is less effective in critically ill and hemodynamically unstable individuals due to unpredictable absorption and a longer half-life."
StatPearls_13175_0,StatPearls,Inflammatory Bowel Disease -- Complications -- Extra Intestinal,clinical_guideline,Inflammatory Bowel Disease -- Complications -- Extra Intestinal. Osteoporosis Deep vein thrombosis Anemia Gallstones Primary sclerosing cholangitis Aphthous ulcers Arthritis Iritis Pyoderma gangrenosum
StatPearls_13176_0,StatPearls,MMR Vaccine -- Adverse Effects -- Rubella-Containing Vaccines,clinical_guideline,"MMR Vaccine -- Adverse Effects -- Rubella-Containing Vaccines. Encephalitis: Encephalitis occurs in approximately 1 in 1 million doses, compared to 1 in 1000 with infection by the measles virus. Measles encephalitis is due to disseminated measles vaccine virus infection. The neuropathological examination reveals inclusion-body encephalitis. [16]"
StatPearls_13177_0,StatPearls,"Physiology, Herring Breuer Reflex -- Related Testing",clinical_guideline,"Physiology, Herring Breuer Reflex -- Related Testing. Despite the clinical significance behind the Hering Breuer reflex (especially with regards to obstructive sleep apnea and traumatic related vagotomy), there is limited research to date regarding possible diagnostic testing to assess its viability in vivo."
StatPearls_13178_0,StatPearls,Leptomeningeal Cyst -- Differential Diagnosis,clinical_guideline,Leptomeningeal Cyst -- Differential Diagnosis. Intradiploic encephalocele. Intradiploic arachnoid cyst. Post traumatic lipomas. Meningeal melanocytoma. Congenital parietal bone agenesis. Menkes disease. Eosinophilic granulomas. Langerhans cell histiocytosis. Multiple myelomas. Epidermoid cyst. Osteomyelitis. Calvarial metastasis. [19] [27] [28]
StatPearls_13179_0,StatPearls,"Anatomy, Bony Pelvis and Lower Limb: Foot Cuboid Bone -- Surgical Considerations",clinical_guideline,"Anatomy, Bony Pelvis and Lower Limb: Foot Cuboid Bone -- Surgical Considerations. Surgical intervention is a consideration for cuboid fractures in which lateral column length and/or joint congruency have suffered compromise. The purpose of surgery in these cases is to restore lateral column length and anatomy of surrounding joints to avoid functional and biomechanical consequences and prevent adverse effects such as stiffness, arthritis, and deformity. Surgical techniques of cuboid fractures include external fixators, open reduction and internal fixation, bone grafting, and/or joint fusion. [15] [2]"
StatPearls_13180_0,StatPearls,Nasotracheal Intubation -- Enhancing Healthcare Team Outcomes,clinical_guideline,"Nasotracheal Intubation -- Enhancing Healthcare Team Outcomes. Anesthesiologists and nurse anesthetists commonly perform nasotracheal intubation. The technique requires in-depth knowledge of upper airway anatomy. NTI is a useful technique for intubation when the oral cavity is unavailable. Patients must be closely monitored during the procedure; auscultation of the lungs and end-tidal PCO2 confirmation is essential to ensure the tube is in the trachea. Unlike oral ETTs, nasotracheal tubes can be dislodged easily. Therefore, the patient's head must be stable throughout the intubation, particularly during head and neck surgery. [16]"
StatPearls_13181_0,StatPearls,Amenorrhea -- Introduction,clinical_guideline,"Amenorrhea -- Introduction. Throughout each stage of a woman's reproductive life cycle, from menarche to menopause, there may be variations in their menstrual cycle's length and amount secondary to many causes. This variation may be within the normal range or pathologic. Particularly during stages of the reproductive cycle (eg, menarche and perimenopause), when longer intervals between menstrual cycles commonly occur, clinicians may be unsure of the appropriate diagnostic studies or when an evaluation is indicated."
StatPearls_13182_0,StatPearls,Pelvic Abscess -- Enhancing Healthcare Team Outcomes -- Outcomes,clinical_guideline,"Pelvic Abscess -- Enhancing Healthcare Team Outcomes -- Outcomes. The outcome of the patients with a pelvic abscess depends on the extent of the disease, prompt diagnosis, and response to the initial medical treatment. Sometimes the pelvic abscess drains spontaneously into the rectum. The rupture of the pelvic abscess is a life-threatening emergency and requires immediate surgery and frequent monitoring. The rupture of pelvic abscess can present as sepsis, peritonitis, but fortunately, early recognition and expeditious treatment with appropriate antibiotics and surgical interventional can lead to successful treatment."
StatPearls_13183_0,StatPearls,Epidermal Inclusion Cyst -- Treatment / Management,clinical_guideline,"Epidermal Inclusion Cyst -- Treatment / Management. In the event of a fluctuant lesion, incision and drainage are often needed with the mechanical destruction of intracavitary loculations. The presence of surrounding cellulitis may necessitate the use of oral antibiotic therapy. Empiric antibiotic therapy can be done with oral agents active against methicillin-sensitive S aureus or oral agents active against methicillin-resistant S aureus in areas of high prevalence. For patients who wish to have a more conservative treatment in the setting of acute infection, the cyst can be drained, and the patient started on oral antibiotics with a plan of surgical excision of remaining contents at a later date for definitive management"
StatPearls_13183_1,StatPearls,Epidermal Inclusion Cyst -- Treatment / Management,clinical_guideline,. This is recommended due to a higher likelihood of reoccurrence without definitive surgical management. [4]
StatPearls_13184_0,StatPearls,Finger Dislocation -- Postoperative and Rehabilitation Care,clinical_guideline,"Finger Dislocation -- Postoperative and Rehabilitation Care. After the reduction of simple dislocations, early range of motion is permitted if joint stability has been restored. In the setting of a dorsal dislocation, a dorsal extension blocking splint may be needed to restrict extension past neutral. After the reduction of complex dislocations, a few weeks of joint immobilization is performed in 30° of flexion with a removable dorsal extension blocking splint. Gentle mobilization and range of motion exercises are started intermittently. Following the removal of the splint, several exercises are started: fist-making, finger lifting, passive stretching, full range of motion, and eccentric exercises to strengthen the intrinsic and extrinsic muscles. [23] [30]"
StatPearls_13185_0,StatPearls,Mavacamten -- Adverse Effects -- Drug-Drug Interactions,clinical_guideline,"Mavacamten -- Adverse Effects -- Drug-Drug Interactions. The concurrent administration of weak CYP2C19 inhibitors or moderate CYP3A4 inhibitors with mavacamten increases drug exposure. In patients on stable therapy with these inhibitors, mavacamten should be initiated at a daily dose of 5 mg. For patients already on mavacamten, the dose should be reduced (eg, from 15 to 10 mg) when starting these inhibitors. Weak CYP2C19 and moderate CYP3A4 inhibitors should be avoided in patients receiving 2.5 mg of mavacamten due to the lack of a lower dosage option."
StatPearls_13186_0,StatPearls,Subacute Cutaneous Lupus Erythematosus  -- Enhancing Healthcare Team Outcomes,clinical_guideline,"Subacute Cutaneous Lupus Erythematosus  -- Enhancing Healthcare Team Outcomes. Primary care providers can help reinforce lifestyle changes, including sun protection and smoking cessation, which can improve long-term outcomes. Dermatology nurses assist with patient education and arrange for follow-up appointments and laboratory tests. Pharmacists review prescriptions, check for drug interactions, and inform patients about the importance of compliance and potential side effects. These professionals may also consult with the clinician regarding optimal agent selection and dosing. Both nurses and pharmacists need to alert the clinician if they encounter any issues of concern. These examples of interprofessional coordination can help drive better patient outcomes for SLE."
StatPearls_13187_0,StatPearls,Hypoalphalipoproteinemia -- Enhancing Healthcare Team Outcomes,clinical_guideline,"Hypoalphalipoproteinemia -- Enhancing Healthcare Team Outcomes. Interprofessional care coordination and communication among the healthcare team will lead to timely management of patients with HA and can decrease its associated adverse events and complications such as CAD, MI, and stroke and further improve patient outcomes."
StatPearls_13188_0,StatPearls,Biologic Response Modifiers (BRMs) -- Enhancing Healthcare Team Outcomes,clinical_guideline,"Biologic Response Modifiers (BRMs) -- Enhancing Healthcare Team Outcomes. BRM therapy requires an interprofessional team approach, including physicians, specialists, specialty-trained nurses, and pharmacists, all collaborating across disciplines to achieve optimal patient results. [Level V]"
StatPearls_13189_0,StatPearls,"Biochemistry, Antinuclear Antibodies (ANA) -- Molecular Level",clinical_guideline,"Biochemistry, Antinuclear Antibodies (ANA) -- Molecular Level. ANAs bind to various molecular compounds with the cell's nucleus, including nucleic material and proteins. Antibodies may bind to double-stranded DNA (anti-dsDNA), and studies suggest that antibodies are formed during the incomplete removal of cellular material during apoptosis. [7] [8] Additionally, anti-Sm antibodies bind to the Smith protein, a protein contained within small nuclear ribonucleoprotein (snRNP) particles. Scl-70 antibodies interfere with DNA replication by binding to Topoisomerase I, and anti-centromere antibodies affect cell division by binding to centromeres during interphase. [9] [10] [9] [11]"
StatPearls_13190_0,StatPearls,Akinesia -- Differential Diagnosis,clinical_guideline,"Akinesia -- Differential Diagnosis. Adult akinesia should be differentiated from: Catatonia: These patients are predominantly apathetic and present with posturing rather than difficulty initiating movement. Akinesia arrest reaction: This is typically intermittent in onset, associated with seizure activity on electroencephalogram. [11] Live births with fetal akinesia syndrome should be differentiated from:"
StatPearls_13191_0,StatPearls,"Anatomy, Head and Neck, Maxilla -- Clinical Significance",clinical_guideline,"Anatomy, Head and Neck, Maxilla -- Clinical Significance. Detailed knowledge of maxillary anatomy is essential when addressing midface trauma. The Le Fort classification system, introduced by René Le Fort in 1901, is the standard framework for describing midfacial fracture patterns. This system outlines 3 principal types of fractures based on predictable lines of weakness in the facial skeleton."
StatPearls_13192_0,StatPearls,Iris Cyst -- Etiology -- Primary Cysts,clinical_guideline,"Iris Cyst -- Etiology -- Primary Cysts. Stromal cysts lie anterior to the pigmented epithelium of the iris and can cause deformation of the iris. These are usually large solitary lesions with nonpigmented or transparent anterior and pigmented posterior surfaces. The content of the cyst is usually clear fluid. These cysts can be congenital or acquired. There is usually no history of trauma. However, a history of closed globe injury may be present without any evidence of open globe injury. In some cases, iris blood vessels may be seen in the anterior wall of the cyst. Unlike the iris pigment epithelial cysts, the stromal cysts may need treatment. [6] [7]"
StatPearls_13193_0,StatPearls,Catatonic Schizophrenia -- Deterrence and Patient Education,clinical_guideline,"Catatonic Schizophrenia -- Deterrence and Patient Education. The most important aspect includes early detection and treatment. When schizophrenia is traditionally discussed, the focus is usually on the positive symptoms of schizophrenia and less on the negative symptoms. Catatonic schizophrenia is a small percentage of the larger spectrum of a chronic psychotic disorder. However, given its poor prognosis, patients and families would benefit from understanding the nature of symptoms such as stereotypy, automated mannerisms, and immobility to better identify its manifestations."
StatPearls_13194_0,StatPearls,Biliary Atresia -- Deterrence and Patient Education,clinical_guideline,"Biliary Atresia -- Deterrence and Patient Education. Parents should be educated that the initial success rate of a Kasai porto-enterostomy for achieving bile flow is around 60%. Patients are less likely to require liver transplantation if the surgery is performed within 10 weeks of life. Early diagnosis increases the chances of survival with the native liver. Any child with jaundice, clay-colored stools, and dark urine should be investigated for biliary atresia, and proper referral to a specialty center given. Stool color charts and a stool color mobile app have been introduced in an attempt to increase awareness and generate an early referral."
StatPearls_13195_0,StatPearls,Cardiac Cirrhosis -- Enhancing Healthcare Team Outcomes,clinical_guideline,"Cardiac Cirrhosis -- Enhancing Healthcare Team Outcomes. The outlook for patients with cardiac cirrhosis is guarded. If the primary condition is not managed well, the prognosis is grave. Even those who survive are often left with residual multiorgan dysfunction. [13]"
StatPearls_13196_0,StatPearls,Fatty Liver in Pregnancy -- Evaluation,clinical_guideline,Fatty Liver in Pregnancy -- Evaluation. Radiological examinations are usually non-diagnostic. Imaging may support the diagnosis but is not required to diagnose AFLP. Ultrasound examination of the liver may be non-specific or may reveal fatty infiltration in some cases. [11] Computed tomography (CT) scan and magnetic resonance imaging may also reveal fatty infiltration in the liver. CT scan is inappropriate in pregnancy due to teratogenicity linked with radiation exposure.
StatPearls_13197_0,StatPearls,West Virginia Opioid Prescribing for Chronic Pain While Avoiding Drug Diversion -- Enhancing Healthcare Team Outcomes -- Work-up,clinical_guideline,"West Virginia Opioid Prescribing for Chronic Pain While Avoiding Drug Diversion -- Enhancing Healthcare Team Outcomes -- Work-up. Laboratory studies including a CBC, chemistry, and urinalysis are normal except for a moderate elevation of the blood urea nitrogen and creatinine. A chest x-ray and pelvic film are negative for fracture. The ECG was normal. The drug screen is positive for opioids and cannabinoids."
StatPearls_13198_0,StatPearls,Relapsed and Refractory Multiple Myeloma -- Toxicity and Adverse Effect Management,clinical_guideline,"Relapsed and Refractory Multiple Myeloma -- Toxicity and Adverse Effect Management. Although newer anti-MM agents have significant benefits in treating RRMM, they are not free of adverse effects. Every drug has its unique adverse effect profile and needs to be considered while treating the patient for prompt identification and management. Sometimes the adverse effects are so severe that treatment must be changed or temporarily discontinued"
StatPearls_13198_1,StatPearls,Relapsed and Refractory Multiple Myeloma -- Toxicity and Adverse Effect Management,clinical_guideline,". Sometimes the adverse effects are so severe that treatment must be changed or temporarily discontinued. [59] Some of the toxicities of medications being used are as follows: Neurotoxicity: CAR-T cell therapy Ocular toxicity: belantamab mafodotin Cardiotoxicity: carfilzomib, doxorubicin Gastrointestinal toxicity: selinexor, lenalidomide Nephrotoxicity: lenalidomide, zoledronic acid Immune impression: Auto-HCT, CAR-T cell therapy, dexamethasone Myelosuppression: daratumumab, carfilzomib, selinexor, CAR-T cell therapy Peripheral neuropathy: thalidomide, protease inhibitors During the course of treatment, patients are closely monitored for adverse effects and treated accordingly."
StatPearls_13199_0,StatPearls,Bouveret Syndrome (Bilioduodenal Fistula) -- Differential Diagnosis -- Congenital Cause,clinical_guideline,Bouveret Syndrome (Bilioduodenal Fistula) -- Differential Diagnosis -- Congenital Cause. Duodenal web
StatPearls_13200_0,StatPearls,Babinski Reflex -- Continuing Education Activity,clinical_guideline,Babinski Reflex -- Continuing Education Activity. Objectives: Assess how the Babinski reflex test is performed. Identify the physiologic pathway of the Babinski reflex. Evaluate the clinical relevance of the Babinski reflex. Communicate how the facilitation of interprofessional team education and discussion can optimize the effective performance of the Babinski reflex test and inform the need for subsequent evaluations. Access free multiple choice questions on this topic.
StatPearls_13201_0,StatPearls,Hand Infection -- Continuing Education Activity,clinical_guideline,"Hand Infection -- Continuing Education Activity. Hand infections comprise a broad spectrum of pathology, dependent upon which superficial or deep structures are involved. Given the anatomical complexity of the hand and its delicate function, prompt recognition and treatment are required to optimize patient outcomes. This activity reviews the evaluation and treatment of various hand infections and highlights the role of the interprofessional team in evaluating and treating patients with this condition."
StatPearls_13202_0,StatPearls,Graves Disease Orbital Decompression -- Technique or Treatment,clinical_guideline,"Graves Disease Orbital Decompression -- Technique or Treatment. Attention is then placed on the orbital floor, where a Desmarres retractor is used to retract the lower lid while a Jaeger lid plate is used to protect the globe. Cutting electrocautery was used to dissect through the conjunctiva, lid retractors, and inferior orbital rim periosteum. A Freer elevator freed the orbital floor periosteum from the underlying orbital floor. Attention is then placed on the medial wall via a trans-caruncular approach. Westcott scissors create a surgical plane between the caruncle and plica semilunaris. Blunt dissection with Steven scissors is directed to the posterior lacrimal crest, and a Freer elevator is used to open the medial periosteum"
StatPearls_13202_1,StatPearls,Graves Disease Orbital Decompression -- Technique or Treatment,clinical_guideline,". A Freer elevator is then used to free the periosteum from the underlying medial wall. A malleable retractor retracts the orbital contents and exposes the subperiosteal plane. The subperiosteal dissection is continued until the lamina papyracea of the medial wall is visualized and the appropriate amount of the medial wall is exposed. Once exposure of the medial wall and the orbital floor is complete, attention is returned to the lateral wall."
StatPearls_13203_0,StatPearls,Conjugated Hyperbilirubinemia -- History and Physical,clinical_guideline,"Conjugated Hyperbilirubinemia -- History and Physical. History of Present Illness : Onset, duration, progression, severity, other associated symptoms, and exacerbating and alleviating factors of the above-mentioned presenting symptoms must be explored. Typically, the presence of fever with or without colicky abdominal pain suggests gallstone disease. Constitutional symptoms with recent weight loss may point to underlying malignancy or chronic infections. The presence of pruritus can indicate cholestatic disease secondary to biliary obstruction or intrahepatic cholestasis. If a patient has a concurrent illness, sepsis, hepatic ischemia, and opportunistic infections should be considered as well"
StatPearls_13203_1,StatPearls,Conjugated Hyperbilirubinemia -- History and Physical,clinical_guideline,". Moreover, pregnancy can predispose patients to benign recurrent cholestasis or acute fatty liver of pregnancy."
StatPearls_13204_0,StatPearls,Facial Nerve Trauma -- Prognosis,clinical_guideline,"Facial Nerve Trauma -- Prognosis. The prognosis for patients with traumatic facial paralysis depends entirely on the severity of the injury and, for severe injuries, the effectiveness of the repair. Because of the wide array of traumatic etiologies of facial paralysis, providing objective estimates of functional recovery is challenging due to the small sample sizes reported in the literature. Nevertheless, results of timely nerve repair are encouraging, with a 2013 study indicating that most patients recover at least 90% of their smile symmetry, 60% recover eye closure without requiring eyelid weight placement, and 40% recover brow elevation"
StatPearls_13204_1,StatPearls,Facial Nerve Trauma -- Prognosis,clinical_guideline,". [2] In general, patients with mild to moderate injuries, ie, patients whose paralysis is either incomplete or delayed, have a good chance of recovering to normal or near normal function (House-Brackmann grade I-II)."
StatPearls_13205_0,StatPearls,Rh Hemolytic Disease(Archived) -- Etiology,clinical_guideline,"Rh Hemolytic Disease(Archived) -- Etiology. After the sensitization of the mother due to the formation of anti-D IgG immunoglobulins, future pregnancies are at risk for the development of the hemolytic disease of the newborn (HDN) due to Rh incompatibility if the fetus is Rh-positive. [4] These IgG antibodies can cross the placenta and cause hemolysis, causing severe fetal anemia and hyperbilirubinemia, which can cause neurological damage or death. Secondly, a less common cause of Rh incompatibility is the transfusion of an Rh-negative female with Rh-positive blood, especially during an emergency."
StatPearls_13206_0,StatPearls,Idiopathic Pulmonary Fibrosis -- Evaluation -- Multidisciplinary Discussion,clinical_guideline,"Idiopathic Pulmonary Fibrosis -- Evaluation -- Multidisciplinary Discussion. The multidisciplinary team's discussion involves interactions among radiologists, pathologists, and pulmonologists, with rheumatologists when needed, to improve the diagnostic agreement for IPF. [42] Multidisciplinary discussions enhance diagnostic accuracy and serve a critical role in the detection of this condition. When the outcomes of clinical evaluation, laboratory testing, and HRCT do not lead to a confident diagnosis of IPF after the MMD, a lung biopsy may be necessary."
StatPearls_13207_0,StatPearls,Angina -- Deterrence and Patient Education,clinical_guideline,"Angina -- Deterrence and Patient Education. Patients with cardiac risk factors should be monitored for symptoms of angina and receive education about alarming signs, such as symptoms occurring at rest and symptoms no longer relieved by nitrates. It is imperative to stress risk factor modification as an essential component of treatment to slow progression. So, dietary and exercise education, along with smoking cessation counseling, if applicable, is beneficial. It is important to stress compliance with medications, as well."
StatPearls_13208_0,StatPearls,Asymptomatic Carotid Artery Stenosis -- Evaluation,clinical_guideline,"Asymptomatic Carotid Artery Stenosis -- Evaluation. Several imaging characteristics may identify patients with asymptomatic carotid stenosis who are at a higher risk of future strokes and may require consideration for carotid endarterectomy or carotid artery stenosis. These characteristics include the presence of microemboli on transcranial Doppler ultrasound, plaque echolucency on carotid duplex ultrasound, silent embolic infarcts on brain computerized tomography (CT) or MRI, asymptomatic carotid stenosis progression, decreased cerebrovascular reserve, an increasing size of juxta-luminal hypoechoic area, carotid plaque ulceration, and intraplaque hemorrhage on MRI. [15] [31]"
StatPearls_13209_0,StatPearls,Mirabegron -- Continuing Education Activity,clinical_guideline,"Mirabegron -- Continuing Education Activity. Mirabegron is a medication used in the management of overactive bladder. It is in the sympathomimetic class of medications. It received approval from the US Food and Drug Administration (FDA) in June 2012 for treating overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency"
StatPearls_13209_1,StatPearls,Mirabegron -- Continuing Education Activity,clinical_guideline,". This activity reviews the indications, action, and contraindications for mirabegron as a valuable agent in the management of overactive bladder, including the mechanism of action, adverse event profile, and other key factors (e.g., off-label uses, dosing, pharmacodynamics, pharmacokinetics, monitoring, relevant interactions) pertinent for members of the interprofessional team in the care of patients with overactive bladder and related conditions."
StatPearls_13210_0,StatPearls,Thyroid Eye Disease -- Treatment / Management -- Surgical Management,clinical_guideline,Thyroid Eye Disease -- Treatment / Management -- Surgical Management. Floor decompression - trans-orbital approach by trans-cutaneous or trans-conjunctival incisions
StatPearls_13211_0,StatPearls,Nuclear Medicine Stress Test -- Normal and Critical Findings,clinical_guideline,"Nuclear Medicine Stress Test -- Normal and Critical Findings. Examples of inotropic/chronotropic agents are dobutamine with or without atropine. Dobutamine is administered over graded format starting at 5 mcg/kg and gradually increasing it to 10, 20, 30, and 40 mcg/kg/minute at every 3-minute interval. [10] The standard end-point of dobutamine rMPI is to achieve a heart rate of at least 85 percent of the age-predicted maximum heart rate. Atropine at a dose of 0.5 mg at each time to a total dose of 2 mg can be administered as needed to achieve the desired heart rate. The procedure should be terminated if there is any significant arrhythmia, hypotension less than 90 mmHg, or severe hypertension"
StatPearls_13211_1,StatPearls,Nuclear Medicine Stress Test -- Normal and Critical Findings,clinical_guideline,. Regadenoson is becoming increasingly popular and is the primary vasodilator used because of its ease of use and better tolerability.
StatPearls_13212_0,StatPearls,New York State Infection Control -- Issues of Concern -- Element 2: Modes and Mechanisms of Transmission of Pathogenic Organisms and Strategies for Control and Prevention,clinical_guideline,"New York State Infection Control -- Issues of Concern -- Element 2: Modes and Mechanisms of Transmission of Pathogenic Organisms and Strategies for Control and Prevention. Infected patients require early identification, separation, and isolation if necessary, along with the implementation of necessary precautions and treatment. These measures must be enforced to control such outbreaks. Contact precautions: Used for patients with known or suspected infections that can be transmitted through contact. Patients under contact precautions should be placed in single rooms or separated from other patients by at least 3 ft, with limited transport and movement"
StatPearls_13212_1,StatPearls,New York State Infection Control -- Issues of Concern -- Element 2: Modes and Mechanisms of Transmission of Pathogenic Organisms and Strategies for Control and Prevention,clinical_guideline,". In addition to standard precautions, healthcare providers attending to these patients should wear a gown and gloves, use disposable patient care equipment, and follow thorough cleaning and disinfection protocols. Patients with acute infectious diarrhea, vesicular rash, respiratory tract infection caused by a multidrug-resistant organism, abscess, or draining wound that cannot be covered need to be under contact precautions. [14]"
StatPearls_13213_0,StatPearls,"Biochemistry, Catecholamine Degradation -- Function",clinical_guideline,"Biochemistry, Catecholamine Degradation -- Function. Catecholamines function in several vital neurological and physiological systems. The proper functioning of these systems requires an appropriate balance in synthesis and degradation. When degradation is impaired, this leads to the hyperfunctioning of these systems."
StatPearls_13214_0,StatPearls,"Neuroanatomy, Cranial Nerve 11 (Accessory) -- Structure and Function -- Anatomy",clinical_guideline,"Neuroanatomy, Cranial Nerve 11 (Accessory) -- Structure and Function -- Anatomy. According to Gray, there is another point, slightly below the first branch. To find the point, trace an imaginary, oblique line a few centimeters toward the caudality because the nerve has an oblique direction under the sternocleidomastoid."
StatPearls_13215_0,StatPearls,A Review of Hereditary Colorectal Cancers -- Surgical Oncology -- Surgery,clinical_guideline,"A Review of Hereditary Colorectal Cancers -- Surgical Oncology -- Surgery. For Lynch syndrome patients with MLH1 , MSH2 , or MLH6 mutations, where the risks of endometrial and ovarian cancers are significantly elevated, it is recommended that patients complete their families and undergo prophylactic total abdominal hysterectomy with bilateral salpingo-oophorectomy (TAH-BSO) starting at age 40. This procedure should be considered concurrently with colorectal resection or other abdominal surgery, if needed. [110] [111] [112]"
StatPearls_13216_0,StatPearls,"Physiology, Noncompetitive Inhibitor -- Review Questions",clinical_guideline,"Physiology, Noncompetitive Inhibitor -- Review Questions. Access free multiple choice questions on this topic. Comment on this article."
StatPearls_13217_0,StatPearls,Squamous Cell Lung Cancer -- Radiation Oncology -- Set-up and planning,clinical_guideline,"Squamous Cell Lung Cancer -- Radiation Oncology -- Set-up and planning. Fiducial marker tracking is another option for targeting. Depending on the tumor's location, it requires implanting a radiopaque marker, typically gold, either with endoscopy or CT guidance. The fiducial markers can be tracked using cone beam CT, kilovoltage x-ray imaging (kV imaging), or an automated tracking system to identify the offset and calculate the required shifts. The disadvantage is that it can add additional time, cost, and treatment complications but allows for smaller expansions, thus sparing additional uninvolved lung tissue. Each marker must remain in the same place relative to the other markers and the tumor. The markers also risk migration, requiring a second implantation"
StatPearls_13217_1,StatPearls,Squamous Cell Lung Cancer -- Radiation Oncology -- Set-up and planning,clinical_guideline,". The markers also risk migration, requiring a second implantation. Migration rates range from 1% to 19%, depending on the type of marker implanted. [65]"
StatPearls_13218_0,StatPearls,Pilonidal Cyst and Sinus -- Review Questions,clinical_guideline,Pilonidal Cyst and Sinus -- Review Questions. Access free multiple choice questions on this topic. Click here for a simplified version. Comment on this article.
StatPearls_13219_0,StatPearls,"Physiology, Boyle's Law -- Clinical Significance",clinical_guideline,"Physiology, Boyle's Law -- Clinical Significance. Boyle's law also applies when using a medical syringe. When the cylinder on the syringe is empty, it is said to be neutral as there is no air. As one pulls back on the plunger, the volume in the cylinder increases, therefore by Boyle's law, the pressure decreases. The liquid is thus drawn into the cylinder to balance the pressure within and outside the syringe."
StatPearls_13220_0,StatPearls,"Anatomy, Abdomen and Pelvis, Ovary Corpus Luteum -- Structure and Function",clinical_guideline,"Anatomy, Abdomen and Pelvis, Ovary Corpus Luteum -- Structure and Function. The structure of the corpus luteum consists of parenchymal and nonparenchymal cells. Due to the vast diversity of cell types of the corpus luteum, gap junctions play an important role in intercellular communication, allowing for the coordination of the functions of these different cell types. [1] The corpus luteum comprises follicular theca cells and follicular granulosa cells, and before becoming the corpus luteum, the follicle forms a corpus hemorrhagic. Since the corpus luteum is transient, its regulation is via interactions between stimulatory (luteotrophic) and inhibitory (luteolytic) mediators. Little is known about this topic, but studies show that prolactin is an important autotrophic hormone. [2] [3]"
StatPearls_13221_0,StatPearls,Unconscious Patient -- Introduction,clinical_guideline,"Unconscious Patient -- Introduction. This review explores the etiologies and physiological aspects of reduced consciousness, with a focus on the significant role of the interprofessional healthcare team in assessing and managing this condition to improve patient outcomes and reduce complications."
StatPearls_13222_0,StatPearls,Rhabdomyosarcoma -- Enhancing Healthcare Team Outcomes,clinical_guideline,"Rhabdomyosarcoma -- Enhancing Healthcare Team Outcomes. Furthermore, diagnosis and management of RMS require the involvement of a multidisciplinary team. When the primary care provider, nurse practitioner, or internist has a patient diagnosed with rhabdomyosarcoma, referral to an oncologist is vital to developing an effective treatment protocol. Radiology clinicians must be consulted to obtain imaging studies that provide the primary care clinicians and oncology physicians with the necessary information to stage a patient with RMS correctly. The management of these malignant lesions is complex and requires an interprofessional team that includes oncology, pathology, radiology, and surgery clinicians, including medical assistants and technicians"
StatPearls_13222_1,StatPearls,Rhabdomyosarcoma -- Enhancing Healthcare Team Outcomes,clinical_guideline,". Only through collaboration of the entire healthcare team can clinicians determine the optimal care plan for each patient, administer the necessary therapies, and monitor treatment response. [17]"
